,DENSITY,POP,City,State,abrev
13308,4308.1896994,22278,Maple Heights,Ohio,OH
8607,2204.6571736,71807,Maple Grove,Minnesota,MN
19105,1879.23942,1319,Maple Bluff,Wisconsin,WI
1846,1516.119484,419,Manzanola,Colorado,CO
14484,798.55544944,656,Manzanita,Oregon,OR
7222,781.7236149,2720,Many,Louisiana,LA
11061,4334.7908911,10234,Manville,New Jersey,NJ
19455,323.80461387,88,Manville,Wyoming,WY
12688,1308.1030109,374,Manvel,North Dakota,ND
17219,451.91895464,11535,Manvel,Texas,TX
17895,178.92980937,878,Mantua,Utah,UT
13307,731.93963568,1027,Mantua,Ohio,OH
8606,863.04807532,1209,Mantorville,Minnesota,MN
7884,969.18558028,1513,Manton,Michigan,MI
11060,665.42994874,257,Mantoloking,New Jersey,NJ
17894,1455.634822,3614,Manti,Utah,UT
6366,623.5043871,152,Manter,Kansas,KS
12223,759.61433223,1438,Manteo,North Carolina,NC
3906,1688.1979462,8991,Manteno,Illinois,IL
9127,49.670396773,223,Mantee,Mississippi,MS
1452,3912.9426204,81592,Manteca,California,CA
12687,474.42762655,65,Mantador,North Dakota,ND
9126,284.33759984,1119,Mantachie,Mississippi,MS
7221,485.6558629,1386,Mansura,Louisiana,LA
5585,496.92507948,1578,Manson,Iowa,IA
15116,1597.0140988,3009,Mansfield,Pennsylvania,PA
9806,667.41577108,1255,Mansfield,Missouri,MO
18418,1051.8720276,343,Mansfield,Washington,WA
1001,480.82552634,1106,Mansfield,Arkansas,AR
7220,1293.9576839,4726,Mansfield,Louisiana,LA
13306,1509.4403644,46560,Mansfield,Ohio,OH
2761,399.90840114,437,Mansfield,Georgia,GA
17218,1937.4151489,70981,Mansfield,Texas,TX
3905,1865.1849433,955,Mansfield,Illinois,IL
15115,3841.2542338,387,Manorville,Pennsylvania,PA
11640,14273.235751,6649,Manorhaven,New York,NY
6865,4271.6077516,236,Manor Creek,Kentucky,KY
15114,1755.4937936,3358,Manor,Pennsylvania,PA
17217,1162.0010412,11173,Manor,Texas,TX
541,6.1246212599,448,Manokotak,Alaska,AK
14103,259.51798936,846,Mannsville,Oklahoma,OK
11639,382.31138746,343,Mannsville,New York,NY
15113,573.25852319,287,Manns Choice,Pennsylvania,PA
18682,1858.4956442,2031,Mannington,West Virginia,WV
5584,573.13975823,1425,Manning,Iowa,IA
15764,1342.1421494,3941,Manning,South Carolina,SC
14102,465.06954199,3195,Mannford,Oklahoma,OK
5583,878.60903571,1288,Manly,Iowa,IA
3904,1100.4953292,337,Manlius,Illinois,IL
11638,2472.8158115,4457,Manlius,New York,NY
10642,2517.9307466,170,Manley,Nebraska,NE
6365,827.58622279,807,Mankato,Kansas,KS
8605,2233.0249892,42610,Mankato,Minnesota,MN
19104,1835.014849,32627,Manitowoc,Wisconsin,WI
1845,1713.8389631,5346,Manitou Springs,Colorado,CO
14101,503.83354184,167,Manitou,Oklahoma,OK
3903,1046.2962539,1507,Manito,Illinois,IL
7883,914.23977547,2934,Manistique,Michigan,MI
7882,1865.3127692,6116,Manistee,Michigan,MI
5582,741.48590436,766,Manilla,Iowa,IA
17893,305.26044009,316,Manila,Utah,UT
1000,904.64013427,3294,Manila,Arkansas,AR
15112,3515.1759416,4859,Manheim,Pennsylvania,PA
1451,9024.6094972,35532,Manhattan Beach,California,CA
8604,41.798143484,64,Manhattan Beach,Minnesota,MN
6364,2771.2892859,54959,Manhattan,Kansas,KS
3902,1214.0807328,7999,Manhattan,Illinois,IL
10288,1042.5268424,1822,Manhattan,Montana,MT
14100,1578.5657303,2762,Mangum,Oklahoma,OK
2272,2695.4791931,2017,Mangonia Park,Florida,FL
7219,589.33172998,632,Mangham,Louisiana,LA
7218,1769.6327463,12288,Mandeville,Louisiana,LA
19454,135.96346655,116,Manderson,Wyoming,WY
12686,1667.7036623,22519,Mandan,North Dakota,ND
1844,2223.071532,1419,Mancos,Colorado,CO
7881,1014.2847239,2163,Manchester,Michigan,MI
10895,3402.1158104,112525,Manchester,New Hampshire,NH
11637,1430.8090351,1625,Manchester,New York,NY
14099,403.48777068,99,Manchester,Oklahoma,OK
6864,473.83764069,1331,Manchester,Kentucky,KY
18029,208.77901185,740,Manchester,Vermont,VT
6363,598.59462505,96,Manchester,Kansas,KS
13305,1529.6760958,1962,Manchester,Ohio,OH
15111,3496.9904626,2747,Manchester,Pennsylvania,PA
9805,3604.9616632,18172,Manchester,Missouri,MO
3901,253.05097328,269,Manchester,Illinois,IL
16392,765.25515935,10916,Manchester,Tennessee,TN
7465,2074.8350574,4853,Manchester,Maryland,MD
5581,1026.8918511,4982,Manchester,Iowa,IA
2760,497.55249773,3987,Manchester,Georgia,GA
8603,739.02911513,55,Manchester,Minnesota,MN
7880,1361.8539505,1366,Mancelona,Michigan,MI
19103,794.72785234,1295,Manawa,Wisconsin,WI
18182,6855.3064164,17307,Manassas Park,Virginia,VA
2759,109.99276538,85,Manassas,Georgia,GA
18181,4227.5925313,41641,Manassas,Virginia,VA
1843,1066.3844727,993,Manassa,Colorado,CO
11059,4236.8903109,5846,Manasquan,New Jersey,NJ
2271,1042.0561204,466,Manalapan,Florida,FL
18681,594.670931,652,Man,West Virginia,WV
7217,2244.3459514,3163,Mamou,Louisiana,LA
999,732.23586747,945,Mammoth Spring,Arkansas,AR
1450,326.83277063,8127,Mammoth Lakes,California,CA
651,62.680283838,1650,Mammoth,Arizona,AZ
11636,6042.7835225,19154,Mamaroneck,New York,NY
11635,8047.7209657,8514,Malverne,New York,NY
5580,685.17458853,1099,Malvern,Iowa,IA
265,102.56367538,1438,Malvern,Alabama,AL
15110,2733.1930342,3445,Malvern,Pennsylvania,PA
13304,1656.131509,1125,Malvern,Ohio,OH
998,1270.7222148,10900,Malvern,Arkansas,AR
9804,953.78305801,241,Malta Bend,Missouri,MO
3105,147.1464242,203,Malta,Idaho,ID
10287,1861.7368283,1915,Malta,Montana,MT
13303,1878.3011502,645,Malta,Ohio,OH
3900,1887.0860553,1154,Malta,Illinois,IL
5579,45.486351836,28,Maloy,Iowa,IA
11634,1800.7246482,5617,Malone,New York,NY
17216,602.39716701,275,Malone,Texas,TX
2270,711.83246763,2170,Malone,Florida,FL
10641,837.07171532,114,Malmo,Nebraska,NE
5578,643.53347486,261,Mallard,Iowa,IA
13302,328.68923181,253,Malinta,Ohio,OH
14483,1640.9791195,819,Malin,Oregon,OR
1449,643.78301643,12777,Malibu,California,CA
7556,12099.64626,61036,Malden,Massachusetts,MA
9803,475.09033432,3954,Malden,Missouri,MO
18417,317.72763728,209,Malden,Washington,WA
3899,1251.7574252,344,Malden,Illinois,IL
5577,444.85775196,272,Malcom,Iowa,IA
10640,2769.5518243,406,Malcolm,Nebraska,NE
17215,811.57015997,2329,Malakoff,Texas,TX
3104,1295.2102745,2126,Malad City,Idaho,ID
2269,292.96476873,3133,Malabar,Florida,FL
12685,272.31208212,147,Makoti,North Dakota,ND
3898,101.3981362,536,Makanda,Illinois,IL
6362,489.83240483,4662,Maize,Kansas,KS
2268,3340.2137417,17947,Maitland,Florida,FL
9802,979.39028242,306,Maitland,Missouri,MO
13301,686.0496881,1090,Maineville,Ohio,OH
19102,55.257939334,2323,Maine,Wisconsin,WI
19101,95.8007753,116,Maiden Rock,Wisconsin,WI
12222,619.55531733,3427,Maiden,North Carolina,NC
8602,2398.6431783,8289,Mahtomedi,Minnesota,MN
3897,904.42530234,8628,Mahomet,Illinois,IL
8601,1186.0930832,1242,Mahnomen,Minnesota,MN
6361,341.45294766,76,Mahaska,Kansas,KS
5576,386.97256068,1300,Maharishi Vedic City,Iowa,IA
15109,7781.0234122,3966,Mahanoy City,Pennsylvania,PA
15108,826.91173561,354,Mahaffey,Pennsylvania,PA
264,907.87647317,816,Magnolia Springs,Alabama,AL
12221,884.52292334,953,Magnolia,North Carolina,NC
11058,4369.165225,4275,Magnolia,New Jersey,NJ
8600,264.39688213,211,Magnolia,Minnesota,MN
13300,1109.6575647,963,Magnolia,Ohio,OH
3896,796.2965169,249,Magnolia,Illinois,IL
997,869.02746904,11477,Magnolia,Arkansas,AR
2020,1461.6934996,286,Magnolia,Delaware,DE
9125,367.42521616,2257,Magnolia,Mississippi,MS
17214,742.85465873,2105,Magnolia,Texas,TX
5575,309.73434096,176,Magnolia,Iowa,IA
13299,1258.0522259,291,Magnetic Springs,Ohio,OH
10639,362.14603983,54,Magnet,Nebraska,NE
996,340.11661195,209,Magness,Arkansas,AR
12220,374.42789042,1220,Maggie Valley,North Carolina,NC
9124,799.89100968,4210,Magee,Mississippi,MS
11286,141.39913329,880,Magdalena,New Mexico,NM
995,498.04584731,829,Magazine,Arkansas,AR
3895,539.94764559,161,Maeystown,Illinois,IL
5574,2092.5849645,2562,Madrid,Iowa,IA
263,165.42684882,289,Madrid,Alabama,AL
10638,205.85260494,233,Madrid,Nebraska,NE
14482,1112.419028,6944,Madras,Oregon,OR
17213,1133.1870891,4735,Madisonville,Texas,TX
6863,1054.3575822,18833,Madisonville,Kentucky,KY
16391,824.82137476,4927,Madisonville,Tennessee,TN
7216,332.12847941,835,Madisonville,Louisiana,LA
8599,1114.6603175,1178,Madison Lake,Minnesota,MN
7879,4239.1728741,30039,Madison Heights,Michigan,MI
11057,3830.4014455,16522,Madison,New Jersey,NJ
18180,1028.1776648,243,Madison,Virginia,VA
2758,476.67040231,4155,Madison,Georgia,GA
994,399.07179646,696,Madison,Arkansas,AR
9123,1017.2652532,25676,Madison,Mississippi,MS
4783,1383.490578,11879,Madison,Indiana,IN
13298,623.19372266,3170,Madison,Ohio,OH
2267,1061.012486,2797,Madison,Florida,FL
262,1663.7978082,50440,Madison,Alabama,AL
3894,304.79250874,3794,Madison,Illinois,IL
11633,598.99708562,286,Madison,New York,NY
8598,1343.9040042,1410,Madison,Minnesota,MN
16065,1611.2204382,7437,Madison,South Dakota,SD
15107,845.47955671,369,Madison,Pennsylvania,PA
18680,393.68285908,2758,Madison,West Virginia,WV
9801,1207.1633808,541,Madison,Missouri,MO
12219,598.35980837,2118,Madison,North Carolina,NC
10637,2067.7101271,2381,Madison,Nebraska,NE
19100,3274.2907791,258054,Madison,Wisconsin,WI
6360,1038.0137985,629,Madison,Kansas,KS
14098,882.46940188,4021,Madill,Oklahoma,OK
1448,4162.8916028,65706,Madera,California,CA
8597,1494.3723423,2272,Madelia,Minnesota,MN
2266,4407.0591088,4327,Madeira Beach,Florida,FL
13297,2729.9735455,9219,Madeira,Ohio,OH
12684,439.92940574,388,Maddock,North Dakota,ND
4782,1490.6062594,200,Macy,Indiana,IN
15105,3204.9564612,3170,Macungie,Pennsylvania,PA
9122,648.949825,2485,Macon,Mississippi,MS
12218,235.72663488,111,Macon,North Carolina,NC
3893,772.07161711,1120,Macon,Illinois,IL
2756,613.85708065,153095,Macon,Georgia,GA
9800,892.67439974,5355,Macon,Missouri,MO
3892,1611.8743743,17559,Macomb,Illinois,IL
14097,371.86728101,33,Macomb,Oklahoma,OK
6862,558.38089206,226,Mackville,Kentucky,KY
6357,532.97561742,532,Macksville,Kansas,KS
13296,833.58873953,180,Macksburg,Ohio,OH
5573,59.373781464,118,Macksburg,Iowa,IA
7878,231.82990578,797,Mackinaw City,Michigan,MI
3888,1419.8487375,1907,Mackinaw,Illinois,IL
7877,108.19330193,471,Mackinac Island,Michigan,MI
4781,1322.2913833,125,Mackey,Indiana,IN
9798,5622.4778855,131,Mackenzie,Missouri,MO
3103,579.60938485,502,Mackay,Idaho,ID
3887,1789.0610967,22695,Machesney Park,Illinois,IL
3885,229.28364023,61,Macedonia,Illinois,IL
5570,744.5113927,245,Macedonia,Iowa,IA
13294,1225.8589277,11927,Macedonia,Ohio,OH
12215,834.76441641,432,Macclesfield,North Carolina,NC
2264,1417.3879318,6705,Macclenny,Florida,FL
18415,2753.5182674,2282,Mabton,Washington,WA
18678,1483.4062666,1282,Mabscott,West Virginia,WV
9118,434.89486026,844,Maben,Mississippi,MS
8592,1568.7603411,755,Mabel,Minnesota,MN
17206,514.55335621,3705,Mabank,Texas,TX
5566,1462.5776615,290,Lytton,Iowa,IA
17205,675.79011705,3005,Lytle,Texas,TX
11631,566.37932235,552,Lyons Falls,New York,NY
1842,1600.6291162,2155,Lyons,Colorado,CO
6352,1358.1152189,3511,Lyons,Kansas,KS
15095,1340.1619531,477,Lyons,Pennsylvania,PA
14480,1449.1867831,1259,Lyons,Oregon,OR
3881,4789.5522344,10469,Lyons,Illinois,IL
4779,825.23391948,715,Lyons,Indiana,IN
13288,775.94145883,549,Lyons,Ohio,OH
2752,533.28425817,4272,Lyons,Georgia,GA
10632,1176.2026582,803,Lyons,Nebraska,NE
7874,657.95528551,801,Lyons,Michigan,MI
9117,634.394601,295,Lyon,Mississippi,MS
19098,95.317534588,129,Lynxville,Wisconsin,WI
3880,1868.7168459,9213,Lynwood,Illinois,IL
1446,14566.818879,70504,Lynwood,California,CA
18414,4927.6967609,38511,Lynnwood,Washington,WA
5565,357.45379075,395,Lynnville,Iowa,IA
3879,1458.819421,115,Lynnville,Illinois,IL
16386,891.08576988,302,Lynnville,Tennessee,TN
4778,548.17865195,955,Lynnville,Indiana,IN
6859,5063.341577,941,Lynnview,Kentucky,KY
17892,35.897722697,112,Lynndyl,Utah,UT
2263,2051.4997623,21492,Lynn Haven,Florida,FL
4777,1837.7636986,1038,Lynn,Indiana,IN
986,115.44832298,267,Lynn,Arkansas,AR
258,60.274663036,642,Lynn,Alabama,AL
7555,8810.3112074,94654,Lynn,Massachusetts,MA
11630,763.30742809,782,Lyndonville,New York,NY
18028,1645.3541616,1165,Lyndonville,Vermont,VT
19097,227.12074706,480,Lyndon Station,Wisconsin,WI
6858,3190.7611065,11483,Lyndon,Kentucky,KY
6351,1142.633363,1020,Lyndon,Kansas,KS
3878,786.29199016,612,Lyndon,Illinois,IL
13287,3042.3174795,13484,Lyndhurst,Ohio,OH
18413,2729.1392856,14736,Lynden,Washington,WA
8591,372.33043021,466,Lynd,Minnesota,MN
18178,1676.9245257,82126,Lynchburg,Virginia,VA
13286,1573.080719,1478,Lynchburg,Ohio,OH
16385,49.612083193,6411,Lynchburg,Moore County metropolitan government; Tennessee,
15758,303.11502708,343,Lynchburg,South Carolina,SC
10631,423.33808115,226,Lynch,Nebraska,NE
6857,2187.0048163,655,Lynch,Kentucky,KY
11629,9684.3478856,19493,Lynbrook,New York,NY
19453,1327.891631,2065,Lyman,Wyoming,WY
18412,704.42836426,473,Lyman,Washington,WA
17891,140.05018893,253,Lyman,Utah,UT
10630,836.44740967,328,Lyman,Nebraska,NE
15757,569.93544677,3615,Lyman,South Carolina,SC
8590,731.91342395,557,Lyle,Minnesota,MN
15094,1453.7380089,1773,Lykens,Pennsylvania,PA
17204,1462.0231271,2553,Lyford,Texas,TX
2751,693.42082374,521,Lyerly,Georgia,GA
5564,705.49556262,93,Luzerne,Iowa,IA
15093,4079.7901676,2813,Luzerne,Pennsylvania,PA
985,1212.0956898,1033,Luxora,Arkansas,AR
19096,1106.1137108,2553,Luxemburg,Wisconsin,WI
5563,512.17740225,242,Luxemburg,Iowa,IA
12680,121.21384704,31,Luverne,North Dakota,ND
8589,1272.2056851,4580,Luverne,Minnesota,MN
257,175.81529745,2751,Luverne,Alabama,AL
16384,276.34549468,1059,Luttrell,Tennessee,TN
2750,261.40361846,827,Luthersville,Georgia,GA
7873,334.99896763,326,Luther,Michigan,MI
5561,228.03144859,134,Luther,Iowa,IA
14093,114.97394549,1755,Luther,Oklahoma,OK
7214,959.90452825,3229,Lutcher,Louisiana,LA
19452,745.10086115,1541,Lusk,Wyoming,WY
10629,210.64462434,30,Lushton,Nebraska,NE
18177,1006.2502118,4858,Luray,Virginia,VA
9794,465.88847023,94,Luray,Missouri,MO
6350,554.12794675,184,Luray,Kansas,KS
15756,112.2948175,116,Luray,South Carolina,SC
9793,183.96415127,34,Lupus,Missouri,MO
7872,945.13220111,1410,Luna Pier,Michigan,MI
2749,756.47673166,1197,Lumpkin,Georgia,GA
12213,1175.7443289,20840,Lumberton,North Carolina,NC
9116,309.34780741,2199,Lumberton,Mississippi,MS
17203,966.58875806,12962,Lumberton,Texas,TX
18677,1674.9427399,843,Lumberport,West Virginia,WV
2748,652.79871751,1257,Lumber City,Georgia,GA
12212,132.80910741,89,Lumber Bridge,North Carolina,NC
17202,1080.4903516,5954,Luling,Texas,TX
2747,693.45130772,2938,Lula,Georgia,GA
9115,608.4119234,254,Lula,Mississippi,MS
7464,229.08050987,61,Luke,Maryland,MD
17201,1038.2551168,35510,Lufkin,Texas,TX
17200,559.66884633,330,Lueders,Texas,TX
2746,954.58258617,2221,Ludowici,Georgia,GA
13285,1204.3980577,215,Ludlow Falls,Ohio,OH
6856,4914.4721862,4500,Ludlow,Kentucky,KY
3877,910.79818924,362,Ludlow,Illinois,IL
18027,583.6401536,781,Ludlow,Vermont,VT
9792,810.04296378,127,Ludlow,Missouri,MO
7871,2421.490418,8137,Ludington,Michigan,MI
12679,26.304900308,21,Ludden,North Dakota,ND
7213,31.206178611,255,Lucky,Louisiana,LA
13284,1511.9213771,1043,Luckey,Ohio,OH
19095,533.59654054,1054,Luck,Wisconsin,WI
9791,316.02245112,79,Lucerne,Missouri,MO
9114,490.37585765,3134,Lucedale,Mississippi,MS
5560,216.46974524,209,Lucas,Iowa,IA
13283,877.13910592,594,Lucas,Ohio,OH
17199,552.04526774,7955,Lucas,Texas,TX
6349,642.68385677,391,Lucas,Kansas,KS
8588,450.39397101,178,Lucan,Minnesota,MN
12211,1823.5957042,1131,Lucama,North Carolina,NC
19094,74.144797224,113,Lublin,Wisconsin,WI
17198,2002.8566945,255885,Lubbock,Texas,TX
5559,258.49805505,272,Luana,Iowa,IA
5562,110.61347629,250,Lu Verne,Iowa,IA
1445,1966.3082248,699,Loyalton,California,CA
6855,2081.6568823,614,Loyall,Kentucky,KY
19093,901.74966643,1234,Loyal,Wisconsin,WI
14092,1021.1688015,84,Loyal,Oklahoma,OK
256,79.934035853,2546,Loxley,Alabama,AL
2262,285.20498487,3564,Loxahatchee Groves,Florida,FL
11628,1742.477009,3330,Lowville,New York,NY
15755,61.059976891,193,Lowrys,South Carolina,SC
17197,674.45808193,1731,Lowry Crossing,Texas,TX
9790,600.52561215,616,Lowry City,Missouri,MO
16062,23.724247851,6,Lowry,South Dakota,SD
8587,648.69391672,297,Lowry,Minnesota,MN
15754,156.22474054,121,Lowndesville,South Carolina,SC
255,123.76926205,98,Lowndesboro,Alabama,AL
13282,1396.7433461,82,Lower Salem,Ohio,OH
539,249.94989063,311,Lower Kalskag,Alaska,AK
15092,989.89252271,11150,Lower Burrell,Pennsylvania,PA
13281,806.11432218,1097,Lowellville,Ohio,OH
13280,2348.0231203,535,Lowell,Ohio,OH
7870,1440.9740459,4150,Lowell,Michigan,MI
7554,8206.7875566,111670,Lowell,Massachusetts,MA
14479,1314.424829,1137,Lowell,Oregon,OR
19092,324.7788154,322,Lowell,Wisconsin,WI
984,1021.0035904,9422,Lowell,Arkansas,AR
4776,1592.4668179,9743,Lowell,Indiana,IN
12210,1356.8140229,3688,Lowell,North Carolina,NC
5557,721.70980635,777,Lowden,Iowa,IA
5558,564.03443504,262,Low Moor,Iowa,IA
11285,993.57385651,11288,Lovington,New Mexico,NM
3876,1330.3214967,1052,Lovington,Illinois,IL
11284,1187.033711,1390,Loving,New Mexico,NM
5556,997.81401341,509,Lovilia,Iowa,IA
18176,2560.0153981,2106,Lovettsville,Virginia,VA
3875,1421.0986351,23342,Loves Park,Illinois,IL
10878,2106.6358498,1814,Lovelock,Nevada,NV
19451,2165.4947574,2386,Lovell,Wyoming,WY
14091,53.379160391,12,Loveland,Oklahoma,OK
13279,2604.5409995,13107,Loveland,Ohio,OH
1841,2262.2669935,77446,Loveland,Colorado,CO
17196,480.73425984,635,Lovelady,Texas,TX
2745,2321.9741354,6760,Lovejoy,Georgia,GA
12209,105.51057313,111,Love Valley,North Carolina,NC
10628,1052.1078441,991,Loup City,Nebraska,NE
6854,1909.0233722,620118,Louisville ,Kentucky,KY
1840,2653.0270723,21163,Louisville,Colorado,CO
2744,603.52841625,2177,Louisville,Georgia,GA
3874,1327.9302929,1100,Louisville,Illinois,IL
254,168.09440235,462,Louisville,Alabama,AL
16383,276.73930412,4129,Louisville,Tennessee,TN
9113,412.45092482,6227,Louisville,Mississippi,MS
10627,1994.3680552,1295,Louisville,Nebraska,NE
13278,1646.3863784,9320,Louisville,Ohio,OH
6348,443.13189007,218,Louisville,Kansas,KS
9789,1037.9645567,3253,Louisiana,Missouri,MO
9112,1002.4685731,177,Louise,Mississippi,MS
6347,924.18972806,4508,Louisburg,Kansas,KS
8586,169.23190212,43,Louisburg,Minnesota,MN
12208,1273.4413209,3535,Louisburg,North Carolina,NC
9788,262.45590358,122,Louisburg,Missouri,MO
18175,931.6893478,1702,Louisa,Virginia,VA
6853,1059.2096869,2375,Louisa,Kentucky,KY
9111,43.705654252,265,Louin,Mississippi,MS
13277,959.8250869,2630,Loudonville,Ohio,OH
16382,462.45309087,5809,Loudon,Tennessee,TN
983,621.07508122,148,Louann,Arkansas,AR
17195,728.57135082,736,Lott,Texas,TX
14090,101.91586983,2,Lotsee,Oklahoma,OK
14478,754.95451151,217,Lostine,Oregon,OR
3873,431.38569204,484,Lostant,Illinois,IL
6346,302.28196856,67,Lost Springs,Kansas,KS
19450,44.50074741,4,Lost Springs,Wyoming,WY
5555,642.20315257,408,Lost Nation,Iowa,IA
18676,485.09111949,471,Lost Creek,West Virginia,WV
4775,1187.5742022,224,Losantville,Indiana,IN
17194,228.07749387,19,Los Ybanez,Texas,TX
11283,1374.490496,6119,Los Ranchos de Albuquerque,New Mexico,NM
11282,845.45055895,15835,Los Lunas,New Mexico,NM
17193,564.21548766,1058,Los Indios,Texas,TX
1444,2687.7356362,30680,Los Gatos,California,CA
17192,1931.9023591,7883,Los Fresnos,Texas,TX
1443,4010.0766999,40074,Los Banos,California,CA
1442,8514.5587341,3990456,Los Angeles,California,CA
1441,957.86683989,8559,Los Altos Hills,California,CA
1440,4711.1485888,30531,Los Altos,California,CA
1439,2865.438978,11529,Los Alamitos,California,CA
10626,1009.430739,43,Lorton,Nebraska,NE
6345,510.83638665,129,Lorraine,Kansas,KS
15753,593.69826235,2700,Loris,South Carolina,SC
5554,918.48787328,348,Lorimor,Iowa,IA
16381,476.12813868,1779,Loretto,Tennessee,TN
15091,1311.0996314,1255,Loretto,Pennsylvania,PA
8585,2580.1439373,666,Loretto,Minnesota,MN
6852,221.08803496,705,Loretto,Kentucky,KY
17191,1213.870156,1158,Lorenzo,Texas,TX
17190,520.12176906,1767,Lorena,Texas,TX
7212,1949.7853061,869,Loreauville,Louisiana,LA
13276,960.63618819,315,Lore City,Ohio,OH
13275,140.87445589,3266,Lordstown,Ohio,OH
11281,287.80726353,2427,Lordsburg,New Mexico,NM
17189,551.38456063,573,Loraine,Texas,TX
3872,358.97285998,303,Loraine,Illinois,IL
12678,32.628742402,8,Loraine,North Dakota,ND
13274,2704.6524124,64028,Lorain,Ohio,OH
15090,2054.1593524,696,Lorain,Pennsylvania,PA
10625,1126.1965629,371,Loomis,Nebraska,NE
1438,938.97226763,6823,Loomis,California,CA
2743,588.96767875,1566,Lookout Mountain,Georgia,GA
16380,1389.4278088,1866,Lookout Mountain,Tennessee,TN
14089,641.4913813,163,Lookeba,Oklahoma,OK
4774,1735.8061096,2720,Loogootee,Indiana,IN
982,242.76895236,98,Lonsdale,Arkansas,AR
8584,1549.9383917,4088,Lonsdale,Minnesota,MN
981,875.07301024,4262,Lonoke,Arkansas,AR
2261,2759.7502289,15124,Longwood,Florida,FL
8583,176.28295792,150,Longville,Minnesota,MN
3871,606.68243892,150,Longview,Illinois,IL
18411,2563.3304262,38112,Longview,Washington,WA
17188,1466.0547707,81647,Longview,Texas,TX
9787,801.11228306,100,Longtown,Missouri,MO
6344,257.00741802,302,Longton,Kansas,KS
7211,77.530477276,159,Longstreet,Louisiana,LA
11056,2171.2249986,858,Longport,New Jersey,NJ
1839,3505.0582652,96577,Longmont,Colorado,CO
6342,466.29809409,72,Longford,Kansas,KS
14088,976.06552472,261,Longdale,Oklahoma,OK
2260,1795.6628284,7323,Longboat Key,Florida,FL
12207,1227.8650898,4917,Long View,North Carolina,NC
8582,1210.0318764,3315,Long Prairie,Minnesota,MN
3870,1145.2283793,212,Long Point,Illinois,IL
10624,504.01061501,292,Long Pine,Nebraska,NE
16061,111.82087964,31,Long Lake,South Dakota,SD
8581,2138.7213082,1831,Long Lake,Minnesota,MN
6343,278.74798115,123,Long Island,Kansas,KS
5553,752.72021903,868,Long Grove,Iowa,IA
3869,644.25747244,7956,Long Grove,Illinois,IL
3868,453.79650883,1282,Long Creek,Illinois,IL
14477,184.83184419,189,Long Creek,Oregon,OR
15089,135.71659936,433,Long Branch,Pennsylvania,PA
11055,5933.6256924,30406,Long Branch,New Jersey,NJ
9110,1542.7725421,15824,Long Beach,Mississippi,MS
11627,15121.406746,33534,Long Beach,New York,NY
8580,284.56172015,411,Long Beach,Minnesota,MN
1437,9218.8254685,467354,Long Beach,California,CA
18410,1039.8228487,1436,Long Beach,Washington,WA
4773,1074.1192734,1155,Long Beach,Indiana,IN
14476,20.449603094,21,Lonerock,Oregon,OR
14087,772.49257516,400,Lone Wolf,Oklahoma,OK
5552,1302.0597128,1389,Lone Tree,Iowa,IA
1838,1491.6181403,14653,Lone Tree,Colorado,CO
17187,751.10677064,1486,Lone Star,Texas,TX
19091,846.97099061,842,Lone Rock,Wisconsin,WI
5551,1176.6323991,139,Lone Rock,Iowa,IA
2742,142.43770492,89,Lone Oak,Georgia,GA
17186,598.77432776,665,Lone Oak,Texas,TX
9786,348.60416372,1306,Lone Jack,Missouri,MO
14086,204.28663707,5081,Lone Grove,Oklahoma,OK
6341,339.76161252,23,Lone Elm,Kansas,KS
3867,552.71200828,378,London Mills,Illinois,IL
13273,1224.2992134,10271,London,Ohio,OH
980,332.15266425,1053,London,Arkansas,AR
6851,769.76494501,8043,London,Kentucky,KY
7463,3083.5789072,1116,Lonaconing,Maryland,MD
1436,3678.8598938,42760,Lompoc,California,CA
1435,10733.583865,20521,Lomita,California,CA
19090,1154.0848739,2464,Lomira,Wisconsin,WI
17185,1006.2557576,845,Lometa,Texas,TX
3866,4361.6349974,44523,Lombard,Illinois,IL
3865,387.85368127,404,Lomax,Illinois,IL
1434,3184.4908574,24382,Loma Linda,California,CA
9785,219.6005971,781,Loma Linda,Missouri,MO
12677,0.5669294303,15,Loma,North Dakota,ND
19089,321.19203786,390,Lohrville,Wisconsin,WI
5550,162.36961146,348,Lohrville,Iowa,IA
9784,463.55761568,167,Lohman,Missouri,MO
2741,1707.3690656,12532,Loganville,Georgia,GA
19088,1130.3899433,299,Loganville,Wisconsin,WI
15088,1268.7186173,1268,Loganville,Pennsylvania,PA
15087,449.34557592,473,Loganton,Pennsylvania,PA
4772,1695.5865584,17728,Logansport,Indiana,IN
7210,456.38051796,1550,Logansport,Louisiana,LA
11280,102.7934916,968,Logan,New Mexico,NM
6340,359.71143004,542,Logan,Kansas,KS
18675,1316.7012714,1511,Logan,West Virginia,WV
13272,1471.8461241,7050,Logan,Ohio,OH
5549,1426.3629222,1431,Logan,Iowa,IA
17890,2923.4308314,51619,Logan,Utah,UT
1837,3191.4706752,874,Log Lane Village,Colorado,CO
17184,728.87901704,763,Log Cabin,Texas,TX
1433,4900.7387182,66995,Lodi,California,CA
13271,1283.4926332,2884,Lodi,Ohio,OH
11054,10804.850786,24551,Lodi,New Jersey,NJ
19087,1776.4506244,3068,Lodi,Wisconsin,WI
11626,527.99207262,291,Lodi,New York,NY
10623,607.5795475,290,Lodgepole,Nebraska,NE
10286,1720.5900989,444,Lodge Grass,Montana,MT
