Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2014,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,26,0,26,0,26,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.2,Confirmed,School/college/university,31,0,29,0,29,,,,,,,,
2014,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,26,0,26,1,26,,,,,,,,
2014,11,Arizona,Person-to-person,Norovirus Genogroup II,,Confirmed,"Other, specify",18,0,18,0,18,,,,,,,,
2010,4,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,26,1,26,0,26,,,,,,,,
2014,1,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,101,1,101,,101,,,,,,,,
2014,11,Michigan,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,,,
2014,12,Minnesota,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,13,0,0,0,0,,,,,,,,
2014,9,Texas,Person-to-person,,,,School/college/university,110,0,0,0,0,,,,,,,,
2014,9,South Carolina,Person-to-person,Norovirus,,Suspected,School/college/university,31,0,31,0,31,,,,,,,,
2014,2,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,"Other, specify",9,,9,,9,,,,,,,,
2014,2,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,4,,4,,4,,,,,,,,
2014,2,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,18,1,18,,18,,,,,,,,
2014,2,Oregon,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,10,,10,,10,,,,,,,,
2014,2,Oregon,Person-to-person,Norovirus Genogroup II,,Suspected,School/college/university,7,,7,,7,,,,,,,,
2014,2,Oregon,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,16,,16,,16,,,,,,,,
2014,2,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,17,,17,,17,,,,,,,,
2014,3,Oregon,Person-to-person,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,55,,55,,55,,,,,,,,
2014,3,Oregon,Person-to-person,Norovirus Genogroup II,,Suspected,Child day care,11,,11,,11,,,,,,,,
2014,3,Oregon,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,29,,29,,29,,,,,,,,
2014,3,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,,,
2014,3,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,14,,14,,14,,,,,,,,
2014,3,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,51,1,51,,51,,,,,,,,
2014,3,Oregon,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,29,,29,,29,,,,,,,,
2014,3,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,10,,10,,10,,,,,,,,
2014,3,Oregon,Person-to-person,Norovirus Genogroup I,,Suspected,Hospital,10,,10,,10,,,,,,,,
2014,3,Oregon,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,"Other, specify",9,,9,,9,,,,,,,,
2014,4,Oregon,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,33,,33,,33,,,,,,,,
2014,4,Oregon,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,29,,29,,29,,,,,,,,
2014,3,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,16,1,16,,16,,,,,,,,
2014,4,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,41,,41,,41,,,,,,,,
2014,4,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Hospital,22,3,22,,22,,,,,,,,
2014,4,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,25,0,25,0,25,,,,,,,,
2014,4,Oregon,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,10,1,10,0,10,,,,,,,,
2014,4,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,4,,4,,4,,,,,,,,
2014,4,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,21,1,21,,21,,,,,,,,
2014,5,Oregon,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,57,,57,,57,,,,,,,,
2014,5,Oregon,Person-to-person,Norovirus Genogroup II,GII.13,Confirmed,Long-term care/nursing home/assisted living facility,8,,8,,8,,,,,,,,
2014,5,Oregon,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,6,,6,,6,,,,,,,,
2014,5,Oregon,Person-to-person,Norovirus,,Suspected,Child day care,25,0,25,0,25,,,,,,,,
2014,6,Oregon,Person-to-person,Sapovirus,,Confirmed,Child day care,11,,11,,11,,,,,,,,
2014,6,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,12,,12,,12,,,,,,,,
2014,6,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,34,2,34,,34,,,,,,,,
2014,6,Oregon,Person-to-person,Sapovirus,,Suspected,Camp,17,,17,,17,,,,,,,,
2014,7,Oregon,Person-to-person,Norovirus Genogroup I,,Confirmed,Camp,4,,,0,4,,,,,,,,
2014,7,Oregon,Person-to-person,Norovirus Genogroup I; Sapovirus,,Suspected; Confirmed,Child day care,18,1,18,,18,,,,,,,,
2014,7,Oregon,Person-to-person,Norovirus,,Suspected,"Other, specify",14,,14,,14,,,,,,,,
2014,7,Oregon,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,10,,10,,10,,,,,,,,
2014,7,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,9,1,9,,9,,,,,,,,
2014,8,Oregon,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,9,,9,,9,,,,,,,,
2014,8,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,12,,12,,12,,,,,,,,
2014,10,Oregon,Person-to-person,Norovirus Genogroup II,,Suspected,Hospital,6,0,6,0,6,,,,,,,,
2014,10,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,8,,8,,8,,,,,,,,
2014,10,Oregon,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,Long-term care/nursing home/assisted living facility,28,1,28,,28,,,,,,,,
2014,10,Oregon,Person-to-person,Norovirus Genogroup II,,Suspected,Child day care,11,,11,,11,,,,,,,,
2014,11,Oregon,Person-to-person,Norovirus Genogroup II,GII.7,Confirmed,Long-term care/nursing home/assisted living facility,33,,33,,33,,,,,,,,
2014,11,Oregon,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,School/college/university,11,0,11,0,11,,,,,,,,
2014,11,Oregon,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,11,,11,,11,,,,,,,,
2014,11,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,,6,,6,,,,,,,,
2014,12,Oregon,Person-to-person,Campylobacter,,Suspected,Long-term care/nursing home/assisted living facility,5,,5,,5,,,,,,,,
2014,10,Minnesota,Person-to-person,Giardia,,Confirmed,Child day care,2,0,2,0,2,,,,,,,,
2014,11,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,Child day care,2,0,2,0,2,,,,,,,,
2014,2,Oregon,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,30,2,30,1,30,,,,,,,,
2014,3,Oregon,Person-to-person,,,,School/college/university,56,,56,0,56,,,,,,,,
2014,5,Oregon,Person-to-person,,,,Child day care,4,,4,,4,,,,,,,,
2014,7,Oregon,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,9,,9,,9,,,,,,,,
2014,5,Oregon,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,18,,18,,18,,,,,,,,
2014,4,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,"Other, specify",11,1,11,,11,,,,,,,,
2014,3,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,31,,31,,31,,,,,,,,
2014,9,Oregon,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,Child day care,12,,12,,12,,,,,,,,
2014,3,Oregon,Person-to-person,Norovirus,,Suspected,Hospital,9,,9,,9,,,,,,,,
2014,2,Oregon,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,137,22,137,,137,,,,,,,,
2014,4,Oregon,Person-to-person,Norovirus Genogroup II,GII.2,Confirmed,School/college/university,53,,53,,53,,,,,,,,
2014,9,Oregon,Person-to-person,Norovirus Genogroup II,GII.7,Confirmed,School/college/university,33,,33,0,33,,,,,,,,
2014,2,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,41,4,41,1,41,,,,,,,,
2014,12,Ohio,Person-to-person,Norovirus Genogroup I,GI.2,Suspected,School/college/university,401,0,50,0,50,,,,,,,,
2014,12,Ohio,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,,,
2014,12,Minnesota,Person-to-person,Norovirus,,Suspected,School/college/university,15,0,0,0,0,,,,,,,,
2014,12,Minnesota,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,12,0,0,0,0,,,,,,,,
2014,12,Minnesota,Person-to-person,Norovirus,,Suspected,School/college/university,123,0,0,0,0,,,,,,,,
2014,12,Minnesota,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,35,0,0,0,35,,,,,,,,
2014,12,Minnesota,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,63,0,0,1,63,,,,,,,,
2014,12,Minnesota,Person-to-person,Norovirus,,Suspected,School/college/university,23,0,0,0,0,,,,,,,,
2014,12,Minnesota,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,8,0,0,0,0,,,,,,,,
2014,12,Ohio,Person-to-person,Norovirus,,Suspected,Office/indoor workplace,7,0,7,0,7,,,,,,,,
2014,4,Maine,Person-to-person,Norovirus Genogroup II; Norovirus Genogroup II,GII.7; unknown,Suspected; Confirmed,Long-term care/nursing home/assisted living facility,34,1,34,0,34,,,,,,,,
2014,12,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,11,2,11,0,11,,,,,,,,
2014,2,Maine,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,55,0,55,1,55,,,,,,,,
2014,3,Maine,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,71,0,71,0,71,,,,,,,,
2014,10,South Carolina,Person-to-person,,,,School/college/university,22,0,22,0,22,,,,,,,,
2014,10,South Carolina,Person-to-person,,,,School/college/university,11,0,11,0,11,,,,,,,,
2014,12,Iowa,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,20,0,20,0,20,,,,,,,,
2014,1,Connecticut,Person-to-person,,,,Other healthcare facility,38,0,38,0,38,,,,,,,,
2014,1,Connecticut,Person-to-person,,,,Other healthcare facility,8,0,5,0,5,,,,,,,,
2014,1,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,32,0,32,0,32,,,,,,,,
2014,1,Connecticut,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,,,
2014,1,Connecticut,Person-to-person,,,,"Other, specify",8,0,8,0,8,,,,,,,,
2014,1,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,46,0,20,0,20,,,,,,,,
2014,2,Connecticut,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,,,
2014,2,Connecticut,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,22,0,22,0,22,,,,,,,,
2014,2,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,,
2014,2,Connecticut,Person-to-person,,,,"Other, specify",62,0,62,0,62,,,,,,,,
2014,2,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,,,
2014,3,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,15,0,6,0,6,,,,,,,,
2014,3,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,1,11,0,11,,,,,,,,
2014,3,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,46,0,19,0,19,,,,,,,,
2014,3,Connecticut,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,23,1,23,0,23,,,,,,,,
2014,3,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2014,3,Connecticut,Person-to-person,Norovirus,,Suspected,Other healthcare facility,63,0,63,0,63,,,,,,,,
2014,3,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,,,
2014,3,Connecticut,Person-to-person,,,,Other healthcare facility,20,0,20,0,20,,,,,,,,
2014,3,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,4,0,4,0,4,,,,,,,,
2014,3,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,33,0,33,0,33,,,,,,,,
2014,4,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,21,0,18,0,18,,,,,,,,
2014,4,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,,,
2014,4,Connecticut,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,9,1,9,0,9,,,,,,,,
2014,4,Connecticut,Person-to-person,Norovirus Genogroup II,,Suspected,Other healthcare facility,23,0,23,0,23,,,,,,,,
2014,4,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,,
2014,4,Connecticut,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,29,1,29,0,29,,,,,,,,
2014,5,Connecticut,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,19,1,19,0,19,,,,,,,,
2014,5,Connecticut,Person-to-person,Norovirus,,Suspected,Hospital,34,1,34,0,34,,,,,,,,
2014,5,Connecticut,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,24,0,24,0,24,,,,,,,,
2014,8,Connecticut,Person-to-person,,,,Hospital,4,0,4,0,4,,,,,,,,
2014,11,Connecticut,Person-to-person,,,,Other healthcare facility,17,1,17,0,17,,,,,,,,
2014,12,Connecticut,Person-to-person,,,,Other healthcare facility,19,0,8,0,8,,,,,,,,
2014,9,Arkansas,Person-to-person,Campylobacter unknown,,Suspected,Private home/residence,3,1,3,0,3,,,,,,,,
2014,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,52,1,52,1,52,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,,,
2014,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.14,Suspected,Long-term care/nursing home/assisted living facility,31,1,31,0,31,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,10,2,10,0,10,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.6,Suspected,Long-term care/nursing home/assisted living facility,24,1,24,0,24,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Suspected,Long-term care/nursing home/assisted living facility,40,0,40,0,40,,,,,,,,
2014,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,21,0,21,0,21,,,,,,,,
2014,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,,,
2014,11,Wisconsin,Person-to-person,Norovirus unknown; Norovirus Genogroup II,unknown,Suspected; Suspected,Long-term care/nursing home/assisted living facility,53,0,53,0,53,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,,,
2014,12,Ohio,Person-to-person,Norovirus Genogroup I,unknown,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,,,
2014,12,Michigan,Person-to-person,Norovirus Genogroup II,GII.8,Confirmed,Child day care,5,0,5,0,5,,,,,,,,
2014,12,Michigan,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,School/college/university,15,0,15,0,15,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Suspected,Long-term care/nursing home/assisted living facility,4,0,4,0,4,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.6,Suspected,Long-term care/nursing home/assisted living facility,38,0,0,0,38,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,25,0,25,1,25,,,,,,,,
2014,12,Tennessee,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,43,0,43,0,43,,,,,,,,
2014,12,Ohio,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,,,
2014,12,Ohio,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,25,5,5,0,0,,,,,,,,
2014,12,Ohio,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,20,0,20,0,20,,,,,,,,
2014,12,Minnesota,Person-to-person,Norovirus,,Suspected,"Other, specify",51,0,0,1,51,,,,,,,,
2014,12,Minnesota,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,7,0,0,0,0,,,,,,,,
2014,12,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,67,3,67,0,67,,,,,,,,
2014,12,Ohio,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,20,0,20,0,20,,,,,,,,
2014,10,Georgia,Person-to-person,Salmonella enterica,Javiana,Confirmed,Child day care,3,0,3,0,3,,,,,,,,
2014,12,Minnesota,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,18,0,0,1,18,,,,,,,,
2014,12,Montana,Person-to-person,Norovirus unknown,,Suspected,School/college/university,74,0,74,0,74,,,,,,,,
2014,12,Montana,Person-to-person,,,,School/college/university,14,0,14,0,14,,,,,,,,
2014,12,Montana,Person-to-person,Norovirus Genogroup II,unknown,Suspected,Long-term care/nursing home/assisted living facility,13,0,13,0,13,,,,,,,,
2014,12,Montana,Person-to-person,,,,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,,,
2014,12,Arizona,Person-to-person,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,28,0,0,0,28,,,,,,,,
2014,12,Tennessee,Person-to-person,,,,"Other, specify",13,0,13,0,13,,,,,,,,
2014,12,Ohio,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,44,1,44,0,44,,,,,,,,
2014,3,New Mexico,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,155,17,155,0,155,,,,,,,,
2014,11,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,68,0,68,0,68,,,,,,,,
2014,5,New Mexico,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,49,0,49,0,49,,,,,,,,
2014,12,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,56,1,56,0,56,,,,,,,,
2014,12,Pennsylvania,Person-to-person,,,,Long-term care/nursing home/assisted living facility,13,0,13,0,13,,,,,,,,
2014,12,Pennsylvania,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,32,0,32,0,32,,,,,,,,
2014,11,Pennsylvania,Person-to-person,Campylobacter jejuni,,Confirmed,Private home/residence,2,0,2,0,2,,,,,,,,
2014,9,New Mexico,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,,,
2014,10,New Mexico,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,9,0,0,0,9,,,,,,,,
2014,12,Alaska,Person-to-person,,,,Long-term care/nursing home/assisted living facility,32,0,32,0,32,,,,,,,,
2015,1,Iowa,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,,
2014,11,New Mexico,Person-to-person,,,,Long-term care/nursing home/assisted living facility,29,0,29,0,29,,,,,,,,
2014,12,New Mexico,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,46,0,46,0,46,,,,,,,,
2014,12,New Mexico,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,61,4,61,0,61,,,,,,,,
2014,12,New Mexico,Person-to-person,Norovirus unknown,,Suspected,School/college/university,20,0,20,0,20,,,,,,,,
2014,12,New Mexico,Person-to-person,Clostridium other,,Confirmed,Hospital,6,6,6,0,6,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,47,5,47,0,47,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,55,0,55,0,55,,,,,,,,
2014,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,23,0,23,1,23,,,,,,,,
2014,11,Mississippi,Person-to-person,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,52,5,52,1,52,,,,,,,,
2014,11,Wyoming,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,Long-term care/nursing home/assisted living facility,82,0,82,0,82,,,,,,,,
2015,1,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,39,2,39,0,39,,,,,,,,
2015,1,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,2,0,2,0,2,,,,,,,,
2014,12,Ohio,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,45,1,45,0,45,,,,,,,,
2014,12,Rhode Island,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,,,
2014,12,Tennessee,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,0,0,0,0,,,,,,,,
2014,11,Texas,Person-to-person,Norovirus unknown,,Confirmed,School/college/university,51,0,0,0,0,,,,,,,,
2014,11,Wyoming,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,34,1,34,0,34,,,,,,,,
2015,1,Minnesota,Person-to-person,Norovirus,,Suspected,"Other, specify",90,0,0,0,90,,,,,,,,
2015,1,Iowa,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,,
2014,12,Kentucky,Person-to-person,,,,Long-term care/nursing home/assisted living facility,33,0,33,0,33,,,,,,,,
2014,12,Kentucky,Person-to-person,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,,,
2014,12,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,34,,34,,34,,,,,,,,
2014,12,Oregon,Person-to-person,Norovirus Genogroup II,,Suspected,School/college/university,42,,42,0,42,,,,,,,,
2014,12,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,7,,7,,7,,,,,,,,
2014,12,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,27,,27,,27,,,,,,,,
2014,12,Oregon,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,Long-term care/nursing home/assisted living facility,39,,39,,39,,,,,,,,
2014,12,Texas,Person-to-person,Norovirus Genogroup I,unknown,Suspected,Hotel/motel,52,0,3,0,3,,,,,,,,
2014,12,Texas,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,0,0,0,0,,,,,,,,
2014,12,Oregon,Person-to-person,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,23,,23,,23,,,,,,,,
2014,12,Kentucky,Person-to-person,,,,Long-term care/nursing home/assisted living facility,75,0,75,0,75,,,,,,,,
2014,12,Kentucky,Person-to-person,,,,Long-term care/nursing home/assisted living facility,12,0,0,0,0,,,,,,,,
2014,12,Kentucky,Person-to-person,,,,Long-term care/nursing home/assisted living facility,5,0,0,0,0,,,,,,,,
2014,12,Kentucky,Person-to-person,,,,Long-term care/nursing home/assisted living facility,24,1,24,0,24,,,,,,,,
2014,10,Georgia,Person-to-person,Shigella sonnei,,Confirmed,Child day care,24,0,24,0,24,,,,,,,,
2014,12,Colorado,Person-to-person,Norovirus,,Suspected,Child day care,10,0,10,0,10,,,,,,,,
2015,1,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,22,0,22,0,22,,,,,,,,
2015,1,Ohio,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,47,0,47,0,47,,,,,,,,
2014,6,Colorado,Person-to-person,,,,Camp,10,0,10,0,10,,,,,,,,
2014,11,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,5,1,5,0,5,,,,,,,,
2014,11,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,0,10,1,10,,,,,,,,
2014,5,Maine,Person-to-person,Norovirus Genogroup II,unknown,Suspected,Private home/residence,13,0,0,0,13,,,,,,,,
2014,11,Maine,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,55,1,55,0,55,,,,,,,,
2014,11,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,13,1,1,0,0,,,,,,,,
2014,11,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,3,0,3,0,3,,,,,,,,
2014,11,Maine,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,70,0,44,0,70,,,,,,,,
